clade_name	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_22w	WT_M_14w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_14w	W_M_22w	W_M_22w	W_M_14w	W_M_14w	W_M_14w	W_M_22w	W_M_14w	W_M_22w	W_M_14w	W_M_14w	W_M_22w	W_M_14w	W_M_22w	W_M_14w	W_M_22w	W_M_22w	W_F_14w	W_F_14w	W_F_22w	W_F_14w	W_F_22w	W_F_14w	W_F_14w	W_F_22w	W_F_14w	W_F_22w	W_F_14w	W_F_22w	W_F_22w	W_F_14w	P_M_22w	P_M_14w	P_M_22w	P_M_14w	P_M_14w	P_M_22w	P_M_14w	P_M_14w	P_M_22w	P_M_22w	P_M_22w	P_M_14w	P_M_22w	P_M_14w	P_M_22w	P_F_22w	P_F_22w	P_F_14w	P_F_14w	P_F_22w	P_F_14w	P_F_14w	P_F_22w	P_F_14w	P_F_22w	P_F_14w	P_F_22w	P_F_14w	P_F_22w	P_F_22w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_22w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_22w	C_M_14w	C_M_14w	C_M_14w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_22w	C_M_22w	C_F_22w	C_F_14w	C_F_22w	C_F_14w	C_F_22w	C_F_14w	C_F_14w	C_F_22w	C_F_14w	C_F_14w	C_F_22w	C_F_14w	C_F_22w	B_M_22w	B_M_14w	B_M_14w	B_M_22w	B_M_14w	B_M_22w	B_M_22w	B_M_22w	B_M_14w	B_M_22w	B_M_14w	B_M_14w	B_M_22w	B_M_14w	B_M_22w	B_F_22w	B_F_14w	B_F_22w	B_F_14w	B_F_22w	B_F_14w	B_F_22w	B_F_14w	B_F_14w	B_F_22w	B_F_14w	B_F_22w	B_F_14w	B_F_22w
Leuconostoc_garlicum	0.00155	0	0.00154	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00023	0	0	0	0	0	0	0	0.00257	0.00043	0.00152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc_lactis	0	0.00075	0.00201	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00361	0	0	0	0	0	0	0	0	0	0.00269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc_mesenteroides	0.06543	0.09887	0.12375	0.05651	0	0	0	0.31302	0	0	0.06411	0	0	0	0	0	0.15594	0	0	0.06214	0	0	0.02001	0	0.05275	0.12182	0.23323	0	0.19786	0	0.05094	0	0	0.01867	0	0	0.0959	0	0	0	0	0.10986	0	0	0.01551	0	0	0.12271	0	0.04419	0	0.134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc_pseudomesenteroides	0.00131	0	0.00519	0.00286	0	0	0	0.00783	0	0	0	0	0	0	0	0	0.00567	0	0	0	0	0	0	0	0	0.00338	0.01315	0	0.00785	0	0	0	0	0	0	0	0.00158	0	0	0	0	0	0	0	0	0	0	0	0	0.00172	0	0.00562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus_lactis	0.07956	0.13429	0.1573	0.06798	0	0	0	0.57055	0	0	0.06372	0	0	0	0	0	0.30783	0	0	0.08362	0	0	0.02783	0	0.10166	0.18653	0.27863	0	0.22539	0	0.0405	0	0	0.02074	0	0	0.17092	0	0	0	0	0.14427	0	0	0.04022	0	0	0.13077	0	0.04287	0	0.05975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus_raffinolactis	0.04109	0.0325	0.0372	0.01672	0	0	0	0.06747	0	0	0.02712	0	0	0	0	0	0.03606	0	0	0.00785	0	0	0.00534	0	0.05164	0.01279	0.04261	0	0.02072	0	0.00345	0	0	0	0	0	0.02403	0	0	0	0	0.01336	0	0	0.00076	0	0	0.02419	0	0.00908	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_gallolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_macedonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01392	0	0	0	0	0	0	0	0	0	0.00497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_thermophilus	0.49845	0.59903	0.76919	0.23254	0	0	0	1.41896	0	0	0.2871	0	0	0	0	0	0.77478	0	0	0.2697	0	0	0.08794	0	0.42568	0.51687	0.88059	0	1.05977	0	0.21144	0	0	0.12933	0	0	0.60924	0	0	0	0	0.54528	0	0	0.09949	0	0	0.42576	0	0.20009	0	0.54173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Arthromitus_sp_SFB_rat_Yit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_bolteae_CAG_59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0.00119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_isatidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00256	0	0	0	0	0	0	0	0	0	0.00691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0209	0	0	0	0	0	8.40478	0	0	0	0	0	0	0	0	0	0	0	8.68827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_ASF356	0	0	0	0	0	0	0	0	0.00027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00055	0.0003	0	0	0	0.0016	0	0	0.00334	0	0	0	0	0	0	0	0.00093	0	0.00039	0.00062	0	0	0.00238	0.01056	0	0	0	0	0.0005	0.00328	0.00244	0.00355	0.00092	0.0002	0.00472	0.00886	0.00407	0.00528	0	0.00884	0.00217	0.00381	0.00095	0.00442	0.00151	0	0	0.00151	0	0	0.00112	0	0	0.00064	0.00161	0	0.00065	0.00045	0.00699	0.00064	0.63873	1.07293	0.00078	0.04545	0.00626	0.20049	0	0.04405	0.00092	0	0.00151	0	0	0	0	0	0.00167	0	0	0	0	0	0.00086	0	0	0.00031	0	0	0	0.00087	0.00137	0.00144	0	0.00113	0	0	0	0	0.0011	0	0	0	0.00058	0.0011	0.00054	0	0.00091	0	0.00408	0.00137	0	0	0	0	0	0	0.00074	0	0	0	0	0	0	0	0	0.00248	0.0002	0	0	0.00234	0.00067	0.00096	0	0	0.00034	0	0.00176	0.00319	0.00019	0.00153	0	0	0	0.0014	0	0.00182	0.00465	0	0.00028	0.00164	0	0.00612	0.00194	0.00561
Clostridium_sp_ASF502	0.90685	1.41505	2.16269	0.20508	0.04439	0.0066	0.1356	1.82769	0	0.00996	0.51557	0.04041	0.00131	0.00131	0.02435	0.30624	1.94167	0.0777	0.02802	1.35731	0.00246	0.20756	0.25003	0.00045	0.73545	0.21715	0.23051	0.00394	0.10824	0.1936	0.26711	0.0104	0.10151	0.0517	0.00822	0.02534	0.79464	0.00934	0.00148	0.17854	0.00165	0.09616	0.01817	0.02852	0.03806	0	0.00331	0.14617	0.02137	0.01986	0.00702	0.05489	0.01452	0.01051	0.0469	0.06586	0.06694	0	0.03329	0.01743	0.04758	0.0897	0.02398	0.03551	0.06629	0.04268	0.00258	0	0.03906	0.02115	0.10288	0.21827	0.05682	0.12701	0.09841	0.00132	0.00599	0	0.00853	0.30243	0.11145	0.03433	0	0.01761	0.01756	0.02996	0.15138	0	0.02253	0	0.00904	0.00229	0.00284	0.05027	0.02336	0.00857	0.01265	0.01685	1.64801	0.02505	0.03862	0.0463	0.10764	0.02	0.19468	0.07722	0.03807	0.46591	0.09782	0.02132	0.08954	0.01889	0	0	0.00682	0.00618	0.00374	0.06275	0.01251	0.03609	0.01118	0.0053	0.07307	0.00051	0	0.24435	0.06607	0.05927	0.00189	0	0.05915	0.01333	0.0015	0.09969	0.02132	0.00364	0.0025	0.14574	0.09881	0.01789	0.08816	0	0.04453	0.04838	0.02964	0.10219	0.01289	0	0.00778	0.06112	0.0835	0.16179	0.30661	0.02579	0.07003	0.07054	0.03473	0.01946	0.13906	0.10351	0.1879	0.04082	0.47287	0.0381	0.19224	0.26538	0.24065	0.09984	0.5037	0.57813	0.11652	0.94575	0.18331	0.28847	0.0978	0.13478	0.13626	0.21895	0.18421
Intestinimonas_butyriciproducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15036	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerofustis_stercorihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium_plexicaudatum	0	0	0.02688	0	0	0	0	0	0	0	0.01167	0	0	0	0	0	0.6716	0	0	0.2508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium_sp_14_2	0.00823	0.03204	0.03503	0	0.00555	0.00442	0.00715	0.131	0	0.09857	0	0.00701	0.00177	0.00177	0	0.01557	0.02203	0.10074	0.02873	0	0.00439	0.04259	0	0.00243	0.00404	0	0.32017	0.00706	0.03043	0.69993	0	0.01006	0.01597	0	1.75768	0.01425	0.0032	0.0639	0.11023	0.73981	0.02371	0	0.00439	0.00062	0	0.03737	0.00159	0	0	0.00734	0.03264	0.04425	0.00574	0	3.78037	1.82406	2.74975	0.00969	0.00108	0.03679	0.01354	0.01081	0	0.0156	0	2.32529	0.12737	0.00708	0.18411	0.03616	0.02225	0.01784	0	0.01136	0.00962	0.0157	0.00668	0.00047	0.10819	0.07696	0.00986	0.00957	0	0	0	0.03288	1.00296	0	0.07932	0.22781	0	0.00093	0.01023	0.12209	0.03117	0.00566	0.00901	0.00158	0	0.12206	0.07003	0.01889	0.00145	0	0.01642	0	0.01274	0.04842	0.0141	0.00166	0.01652	0.00843	0	0.05053	0.07189	0	0	0.01243	0.44969	0.95949	0	0	0.03116	0.01143	0	0	0	0	0.00131	0	0.01947	0	0	0.0143	0.00919	0	0	0	0.72329	0.24415	0.48581	0.01316	0.23084	0.15245	0.01315	0.00804	0.04606	0.00859	0.0349	0.01503	0	0.00277	0.00759	0.00179	0.01047	0	0.03791	0	0.39259	0	0.11527	0.09028	0	0	0	0.00225	0	0.04918	0	0.00605	0	0.05971	0.00109	0.00561	0.00212	0	0	0	0.01928
Acetatifactor_muris	0.06009	0.06761	0.02728	0.01806	0.00138	0.00343	0.03333	0.12537	0.00293	0.04632	0.03907	0	0.01323	0.01323	0.01027	0.05683	0.23478	0.09856	0.04327	0.07255	0.09592	0.02702	0.02163	0.00069	0.09311	0.0162	0.02084	0.00454	0.00451	0.13901	0.02482	0.12057	0.00922	0.00792	0.02148	0.00699	0.03756	0	0	0.37708	0	0.03935	0.00232	0.07193	0.01387	0.03591	0.00609	0.02766	0.00097	0.00038	0.00543	0	0	0.19566	0.36321	0.17497	0.32943	0.0388	0.04238	0.05088	0.04016	0.03842	0.01368	0.06098	0.01199	0.04517	0.03617	0.03679	0.02244	0.01696	0.3008	0.07105	0.01534	0.06023	0.04621	0.00653	0.00662	0.01359	0.00294	0.42757	0.20006	0.11595	0	0.07559	0	0.18681	0.01372	0	0.0086	0.01635	0.00076	0.02675	0	0.0171	0.00413	0.08996	0.00169	0.01856	0.27601	0.12005	0.11986	0.17643	0.00311	0	0.01337	0.01975	0.01992	0.03809	0.07988	0.00362	0.04676	0.04472	0	0.03205	0.14183	0.02055	0	0.18554	0.04045	0.04065	0.07778	0.00312	0.0879	0.00788	0	0.01997	0.37221	0.00752	0.02988	0	0.02553	0	0	0.03444	0.1407	0.00043	0.00044	0	0.01925	0.00107	0.0099	0	0.00154	0.00735	0.00543	0.00833	0.00341	0	0.05655	0	0.02398	0.00017	0.01747	0.00245	0.01661	0.02	0.00762	0.01834	0.00977	0.00638	0.01546	0.00466	0.01559	0.02037	0.02004	0.04806	0	0	0.01167	0.00139	0.01473	0.06753	0.0293	0.04218	0.01173	0.01407	0.04318	0.01043	0.00076
Blautia_coccoides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dorea_sp_5_2	1.17933	5.81221	1.35663	0.44911	2.11424	0.47462	0.71661	6.59645	0.02608	0.60123	2.97948	2.0092	0.78375	0.78374	3.41574	1.09804	6.32544	7.05831	1.53916	1.54946	1.98718	1.01022	0.22691	0.01516	1.01632	1.18912	1.74364	0.54141	0.48335	11.55063	0.80574	1.13567	0.6321	0.3295	0.1732	0.55024	0.26653	1.48515	0.47535	3.22497	0.29558	1.64319	0.88459	0.52037	0.12042	0.11475	0.29995	0.31522	2.72521	0.09431	0.72278	0.60786	0.17152	0.00333	0.89446	0.7732	1.44683	0.16099	0.59694	0.10811	1.4537	0.73971	0.26062	0.51175	1.71497	0.90169	0.18186	0.00154	1.29088	0.80617	2.26327	0.16801	0.54801	0.63333	0.8411	0.10295	0.14233	0.08048	0.1487	1.9787	1.27443	0.43236	0.01677	0.64015	0.00334	0.62329	0.64635	0.01485	0.27716	0.17162	0.01394	0.04412	0.019	0.04135	0.0824	0.15055	0.03665	0.20547	2.27975	0.86422	2.22845	1.74666	2.35054	0.51795	1.06218	0.52642	0.1975	9.22804	1.00495	0.61133	0.11584	0.74935	0.09846	0.60726	1.29059	0.01316	0.5099	0.96216	0.05102	0.07746	0.22404	0.27148	1.33828	0.06615	0	4.47692	6.64394	6.37897	0.1646	0.27797	10.24528	0.3259	0.34191	2.95379	0.05912	0.28147	0.02144	1.58542	11.06353	0.078	0.72827	0.33819	0.28334	1.74649	5.36056	1.74022	0.07815	0.2476	1.48662	1.46416	0.04024	0.22378	0.43765	0.03708	0.20766	0.03374	0.36282	0.11969	0.22313	0.08914	0.39995	0.11744	0.13343	0.17325	0.0807	0.349	0.79017	0.12813	0.47708	0.60213	0.43855	1.55864	0.45085	0.33555	0.2076	0.24938	0.24184	0.35094	0.21366
Clostridium_bolteae	0	0	0	0	0	0	0.0003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004	0	0	0	0	0	0	0.03529	0	0	0	0	0.0004	0	0	0	0	0	0	0	0	0	0.0342	0.01983	0	0.0067	0	0.03062	0.01337	0	0	0	0	0	0	0	0	0	0.01843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0218	0.00426	0	0	0	0	0	0	0	0	0.00112	0	0	0	0	0	0	0	0	0	0	0.00011	0	0.00034	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00179	0	0	0	0	0	0	0	0	0	0	0	0.01674	0.07593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_symbiosum	0.23458	1.13845	0.43252	0.52521	0.02541	0.00619	0	0	0.00435	0	0.02967	0.00804	0	0	0	0	0	0.03867	0	0	0	0	0	0.00042	0.25945	0	0	0.01622	0	0	0	0.07663	0.00168	0	0.0174	0.02253	0	0.03824	0.03587	0.01737	0.02369	0	0.00194	0.00832	0	0	0.00586	0	0.02799	0	0.00322	0	0.00133	0.09523	0.00944	0.00836	0	0	0.01854	0	0.01334	0.01849	0.06419	0	0	0.04639	0	0.06692	0.00458	0.00908	0.02917	0.34282	0.06607	0.01884	0.01116	0.01917	0.01034	0.01071	0.02177	0	0	0.02187	0.00039	0.00186	2.63705	0	0.05186	0.00022	0	0.00792	0.88587	0.00831	0.09366	0.00565	0.0471	0.00827	0.01495	0.00627	0	0.00874	0.0146	0.00314	0.0194	0.03044	0.06806	0.00954	0.00336	0	0.05021	0.00703	0.10267	0.01585	0.12648	0	0.0083	0.00587	0.0306	0	0.10333	0	0.00399	0	0	0.01704	0.35799	0.06235	0.22687	0.01098	0	0.03004	0.00256	0.0347	0.16249	0.02142	0.00822	0.01415	0.00032	0	0	0	0	0.00333	0	0	0	0.0009	0.00119	0.00345	0	0	0.00494	0.00624	0.0634	0.00305	0.08357	0.04492	0	0.01445	0.02369	0.00431	0.00724	0.00114	0	0.02555	0.00132	0.04138	0	0.68919	0.01386	0.03051	0.01014	0	0.00719	0.01337	0.00954	0.01287	0	0.01803	0.00749
Lachnospiraceae_bacterium_10_1	6.8478	0.17641	3.98037	14.4616	0	0.00335	0.35669	1.29459	0.01585	17.3052	6.44926	0	0.0588	0.0588	0	0.5497	0	0	0.03428	8.61895	7.13286	0	0.29999	0.00385	2.7452	0	0.02328	0.02034	7.65101	0.0094	0.00787	0	0	0.00028	0.00279	0.15288	0.61209	0	0	0.57827	0	0.02996	0	0	0.47848	1.69554	0.73435	0	0.02857	0	0	0	6.58682	0.11039	29.13591	8.32411	16.22386	3.86106	6.64842	24.77006	14.30105	0.41583	18.85482	17.82262	1.40733	0.94159	21.6789	0.03604	14.78198	3.94713	19.05632	0.04313	1.86546	37.64116	0.03889	0.95793	6.01123	0.99584	3.73085	1.09916	13.23646	2.07862	2.23091	21.34591	0.03107	3.64635	0.13876	1.19863	1.79561	14.49384	0.59911	3.77697	0	15.08086	10.37074	7.70475	12.12653	28.01537	0.40355	1.12446	10.86784	69.43681	0.00142	0	1.10236	3.29663	13.13013	1.1258	0.83128	0	0.2936	38.02379	0	0.10685	0.00263	2.67336	0.00091	0.21573	0.08233	21.40836	5.37511	1.18347	0.00596	0.76684	0.00325	0	0.02766	0	0	0	0	5.3221	0.38884	0.00047	5.94757	0	0	0	0.04732	0	0.00386	0	0	0	0	0	0	0	0	0	8.48034	8.68674	2.77647	6.04778	12.40936	27.5183	0.00055	6.88154	16.40094	24.30689	22.22498	12.91375	1.17786	0.03145	1.81797	23.06666	12.27394	0.00732	2.89856	11.11431	6.39056	6.20699	17.49049	4.65975	0.01476	4.29296	6.97525	5.43701	0.99427
